identification,name,status,type,ranking,address,city,state,date,critical
056D9877B1CD9F2185257BE8005ABA09,Panera Bread # 1685,Permitted,Fast Food Restaurant/Caterer,Risk Category 2,1700,Arlington,VA,8/20/2018 12:00:00 AM,Priority Foundation
056D9877B1CD9F2185257BE8005ABA09,Panera Bread # 1685,Permitted,Fast Food Restaurant/Caterer,Risk Category 2,1700,Arlington,VA,8/20/2018 12:00:00 AM,Priority
056D9877B1CD9F2185257BE8005ABA09,Panera Bread # 1685,Permitted,Fast Food Restaurant/Caterer,Risk Category 2,1700,Arlington,VA,8/20/2018 12:00:00 AM,Core
056D9877B1CD9F2185257BE8005ABA09,Panera Bread # 1685,Permitted,Fast Food Restaurant/Caterer,Risk Category 2,1700,Arlington,VA,3/8/2016 12:00:00 AM,Core
056D9877B1CD9F2185257BE8005ABA09,Panera Bread # 1685,Permitted,Fast Food Restaurant/Caterer,Risk Category 2,1700,Arlington,VA,3/8/2016 12:00:00 AM,Priority Foundation
056D9877B1CD9F2185257BE8005ABA09,Panera Bread # 1685,Permitted,Fast Food Restaurant/Caterer,Risk Category 2,1700,Arlington,VA,3/15/2017 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,11/9/2016 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,5/10/2016 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,5/10/2016 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/19/2017 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/19/2017 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/19/2017 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/26/2018 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/26/2018 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/26/2018 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,11/27/2017 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,11/27/2017 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,11/30/2018 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,11/30/2018 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/28/2016 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/28/2016 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/30/2018 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/8/2016 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/8/2016 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/8/2016 12:00:00 AM,Priority Foundation
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,7/28/2017 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/6/2017 12:00:00 AM,Core
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/6/2017 12:00:00 AM,Priority
05866A89D476C85988256BF80074848B,Freddie's,Permitted,Full Service Restaurant,Risk Category 3,555,Arlington,VA,3/6/2017 12:00:00 AM,Priority Foundation
059F0E110A3DF0C688256BF800748193,The Clarendon Child Care Center,Permitted,Child Care Food Service,Risk Category 2,1305,Arlington,VA,3/20/2018 12:00:00 AM,Core
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/14/2016 12:00:00 AM,Priority Foundation
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,8/29/2018 12:00:00 AM,Priority
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,8/29/2018 12:00:00 AM,Priority Foundation
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/5/2018 12:00:00 AM,Core
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/5/2018 12:00:00 AM,Priority
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/5/2018 12:00:00 AM,Priority Foundation
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,11/9/2017 12:00:00 AM,Priority Foundation
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,8/2/2016 12:00:00 AM,Priority
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,7/18/2017 12:00:00 AM,Core
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/1/2018 12:00:00 AM,Core
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/1/2018 12:00:00 AM,Priority
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,3/1/2018 12:00:00 AM,Priority Foundation
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,2/28/2018 12:00:00 AM,Core
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,2/28/2018 12:00:00 AM,Priority
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,2/28/2018 12:00:00 AM,Priority Foundation
05BC789B0B244B2085257D630050059C,Ser,Permitted,Full Service Restaurant,Risk Category 4,1110,Arlington,VA,11/28/2016 12:00:00 AM,Priority Foundation
05C80DD6D0AF45B5852581540064AD56,Crystal City Wine Shop,Permitted,Convenience Store Food Service,Risk Category 1,220,Arlington,VA,7/5/2017 12:00:00 AM,Priority Foundation
05C80DD6D0AF45B5852581540064AD56,Crystal City Wine Shop,Permitted,Convenience Store Food Service,Risk Category 1,220,Arlington,VA,7/5/2017 12:00:00 AM,Priority
05C80DD6D0AF45B5852581540064AD56,Crystal City Wine Shop,Permitted,Convenience Store Food Service,Risk Category 1,220,Arlington,VA,6/11/2018 12:00:00 AM,Core
05CF62E7F5197CEC88256BF80074817D,Residence Inn Arlington at Rosslyn,Permitted,Fast Food Restaurant,Risk Category 1,1651,Arlington,VA,2/9/2017 12:00:00 AM,Priority
05CF62E7F5197CEC88256BF80074817D,Residence Inn Arlington at Rosslyn,Permitted,Fast Food Restaurant,Risk Category 1,1651,Arlington,VA,3/4/2016 12:00:00 AM,Priority
05CF62E7F5197CEC88256BF80074817D,Residence Inn Arlington at Rosslyn,Permitted,Fast Food Restaurant,Risk Category 1,1651,Arlington,VA,3/4/2016 12:00:00 AM,Core
05CF62E7F5197CEC88256BF80074817D,Residence Inn Arlington at Rosslyn,Permitted,Fast Food Restaurant,Risk Category 1,1651,Arlington,VA,2/6/2018 12:00:00 AM,Priority
05CF62E7F5197CEC88256BF80074817D,Residence Inn Arlington at Rosslyn,Permitted,Fast Food Restaurant,Risk Category 1,1651,Arlington,VA,2/6/2018 12:00:00 AM,Core
05D31A5D5112B53D88256BF800748576,Pastries by Randolph,Permitted,Fast Food Restaurant,Risk Category 1,4500,Arlington,VA,11/18/2016 12:00:00 AM,Priority
05D31A5D5112B53D88256BF800748576,Pastries by Randolph,Permitted,Fast Food Restaurant,Risk Category 1,4500,Arlington,VA,11/18/2016 12:00:00 AM,Core
05D31A5D5112B53D88256BF800748576,Pastries by Randolph,Permitted,Fast Food Restaurant,Risk Category 1,4500,Arlington,VA,9/18/2018 12:00:00 AM,Core
05D31A5D5112B53D88256BF800748576,Pastries by Randolph,Permitted,Fast Food Restaurant,Risk Category 1,4500,Arlington,VA,10/23/2017 12:00:00 AM,Priority
05D31A5D5112B53D88256BF800748576,Pastries by Randolph,Permitted,Fast Food Restaurant,Risk Category 1,4500,Arlington,VA,10/23/2017 12:00:00 AM,Core
060B80FA3A28A44585258217005DBF68,Mexican Bar and Grill,Pending,Full Service Restaurant,Risk Category 3,3207-A,Arlington,VA,3/28/2018 12:00:00 AM,Core
060B80FA3A28A44585258217005DBF68,Mexican Bar and Grill,Pending,Full Service Restaurant,Risk Category 3,3207-A,Arlington,VA,3/28/2018 12:00:00 AM,Priority Foundation
060B80FA3A28A44585258217005DBF68,Mexican Bar and Grill,Pending,Full Service Restaurant,Risk Category 3,3207-A,Arlington,VA,3/28/2018 12:00:00 AM,Priority
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,8/1/2018 12:00:00 AM,Priority
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,12/22/2016 12:00:00 AM,Priority Foundation
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,12/22/2016 12:00:00 AM,Core
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,12/17/2018 12:00:00 AM,Priority
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,12/17/2018 12:00:00 AM,Priority Foundation
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,8/10/2017 12:00:00 AM,Priority Foundation
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,8/10/2017 12:00:00 AM,Core
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,8/10/2017 12:00:00 AM,Priority
06141A236A97929E85256EB60062535F,Bistro 29 & Billy's Cheesesteaks,Permitted,Full Service Restaurant,Risk Category 3,3907 & 3911,Arlington,VA,4/28/2017 12:00:00 AM,Priority Foundation
